,state,county,fips,project_name,project_op_year,windmills_count,capacity,longitude,latitude
859,MT,Toole County,30101,Rim Rock,217296,13608,20412.0,-12105.47111,5274.223041000001
860,MT,Wheatland County,30107,Judith Gap,180450,8100,12150.0,-9877.602321999997,4191.318543000002
861,MT,Wheatland County,30107,Martinsdale Colony South,16056,64,16.0,-882.1743469999999,371.97044500000004
862,MT,Wheatland County,30107,Martinsdale Wind Farm,22055,121,7.864999999999999,-1212.9898739999999,511.49510100000003
863,MT,Wheatland County,30107,Musselshell I,14084,49,70.0,-766.299209,323.983254
864,MT,Wheatland County,30107,Musselshell II,14084,49,70.0,-766.5180199999999,323.857556
865,MT,Wheatland County,30107,Two Dot,12084,36,58.32,-660.527123,278.70205699999997
866,MT,Wheatland County,30107,Two Dot wind farm,14035,49,3.185,-770.650962,325.10920400000003
867,NC,Pasquotank County,37139,Amazon Wind Farm US East,100850,5200,10400.0,-3819.3144010000005,1816.708194
868,NC,Perquimans County,37143,Amazon Wind Farm US East,108918,5616,11232.0,-4128.3150940000005,1960.2474670000004
869,NC,Watauga County,37189,Appalachian State,2009,1,0.1,-81.692207,36.213485999999996
870,ND,Adams County,38001,Thunder Spirit,86645,1849,4622.5,-4411.794638,1981.1048390000003
871,ND,Adams County,38001,unknown Adams County,22198,121,-109989.0,-1127.830002,506.64436800000004
872,ND,Barnes County,38003,Ashtabula III,70350,1365,2184.0000000000014,-3427.710009999999,1650.7881149999996
873,ND,Barnes County,38003,Ashtabula Wind Center,271080,17685,26527.5,-13219.129664000002,6361.335389
874,ND,Barnes County,38003,Valley City Wind Turbine,2001,1,0.9,-97.89117399999999,46.918633
875,ND,Bowman County,38011,Cedar Hills,26130,169,253.5,-1348.985458,601.178805
876,ND,Burleigh County,38015,Baldwin,120600,3840,6143.9999999999945,-6041.706390000001,2828.1035309999993
877,ND,Burleigh County,38015,Wilton Wind Energy Center II,74333,1221,1831.5,-3724.7016899999994,1743.4182529999998
878,ND,Burleigh County,38015,Wilton Wind Farm,66176,594,891.0,-3323.0856479999998,1555.0485249999995
879,ND,Cass County,38017,unknown Cass County,2011,1,-9999.0,-96.83609,46.921791
880,ND,Cavalier County,38019,Langdon,164574,6478,9717.0,-8061.010677999999,3986.9547730000004
881,ND,Cavalier County,38019,Langdon - OTP,54216,729,1093.5,-2652.7203500000005,1315.2523879999999
882,ND,Cavalier County,38019,Langdon II,48192,648,972.0,-2358.88994,1166.926606
883,ND,Dickey County,38021,Tatanka,122488,3721,5581.5,-6035.987372000001,2803.56009
884,ND,Dickey County,38021,unknown Dickey County,2014,1,-9999.0,-98.52419300000001,46.020393
885,ND,Griggs County,38039,Ashtabula II,62279,2480,3720.0,-3037.0930340000014,1465.8613619999996
886,ND,Griggs County,38039,unknown Griggs County,4023,4,-19998.0,-196.249306,94.872136
887,ND,Hettinger County,38041,Brady Wind II,165312,4344,9085.51,-8429.304694999995,3821.4091309999994
888,ND,LaMoure County,38045,North Dakota Wind I,54081,729,1093.5,-2669.9367469999997,1250.7058869999998
889,ND,LaMoure County,38045,North Dakota Wind II,28042,196,294.0,-1384.400163,648.4627949999999
890,ND,McHenry County,38049,Velva Wind Farm,34102,306,201.95999999999995,-1715.372659,817.5918409999998
891,ND,McHenry County,38049,unknown McHenry County,8072,16,-39996.0,-403.625229,191.428116
892,ND,Morton County,38059,Bison 1B (2011),12066,42,126.0,-609.286644,281.78185199999996
893,ND,Morton County,38059,Bison Wind 1A,14070,112,257.6,-710.7471310000001,328.76314799999994
894,ND,Morton County,38059,Bison Wind 2,58348,1015,3045.0,-2947.609611,1361.55856
895,ND,Morton County,38059,Bison Wind 3,62372,1085,3255.0,-3147.8091879999997,1455.45035
896,ND,Morton County,38059,Oliver III,94799,1831,3837.3500000000026,-4754.789962000003,2206.6301189999995
897,ND,Morton County,38059,Sunflower,84672,2184,4368.0,-4286.111167000001,1966.8489859999997
898,ND,Morton County,38059,unknown Morton County,4034,4,-19998.0,-202.449714,93.933625
899,ND,Nelson County,38063,Minnkota Power Cooperative,2002,1,0.9,-97.930992,48.008793
900,ND,Oliver County,38065,Bison 1B (2011),2011,7,21.0,-101.53849,46.982292
901,ND,Oliver County,38065,Bison Wind 1A,18090,144,331.20000000000005,-913.725991,422.93684399999995
902,ND,Oliver County,38065,Bison Wind 1B,18108,72,216.0,-913.4753059999999,423.006126
903,ND,Oliver County,38065,Bison Wind 2,10060,175,525.0,-508.255942,234.94106399999998
904,ND,Oliver County,38065,Bison Wind 3,8048,140,420.0,-406.10656,188.00476899999998
905,ND,Oliver County,38065,Bison Wind 4,128896,4096,13107.199999999986,-6504.3501730000025,3009.3118360000003
906,ND,Oliver County,38065,Oliver County Wind Energy Center,44132,484,1113.2000000000003,-2226.8400859999992,1037.677427
907,ND,Oliver County,38065,Oliver II,64224,1024,1536.0,-3238.726365000001,1509.1574480000004
908,ND,Oliver County,38065,Oliver III,2017,43,90.3,-101.14850600000001,46.985896999999994
909,ND,Pembina County,38067,Pembina Border Station,2012,1,1.0,-97.241592,48.996891
910,ND,Pierce County,38069,Rugby,142639,5041,10586.100000000013,-7096.538,3443.9997470000003
911,ND,Ramsey County,38071,Lake Region State College Wind Turbine,2013,1,1.6,-98.888092,48.166393
912,ND,Rolette County,38079,Border Winds Project,151125,5625,11250.0,-7470.201559,3672.3573810000007
913,ND,Rolette County,38079,Turtle Mountain College,2008,1,0.66,-99.751793,48.884693
914,ND,Sioux County,38085,unknown Sioux County,2017,1,-9999.0,-100.67955,46.08416
915,ND,Stark County,38089,Brady Wind I,179424,6463,11088.770000000008,-9145.318648999997,4152.414996
916,ND,Stark County,38089,Sacred Heart Monestary,3994,4,0.4,-204.69478700000002,93.790493
917,ND,Stark County,38089,Sunflower,20160,520,1040.0,-1021.1527860000001,468.2380969999999
918,ND,Steele County,38091,Ashtabula II,98441,3920,5880.0,-4798.562834,2317.8078140000002
919,ND,Steele County,38091,Luverne,66297,1089,1633.5,-3231.6521150000003,1562.3339400000002
920,ND,Stutsman County,38093,Courtenay,201600,10000,20000.0,-9860.413545000001,4719.031688000002
921,ND,Walsh County,38099,Grafton Technical College,1997,1,0.07,-97.42609399999999,48.406094
922,ND,Ward County,38101,Prairie Winds Minot Wind 2,6027,9,13.5,-303.87365,143.96479399999998
923,ND,Ward County,38101,Prairie Winds ND 1,154693,5929,8893.5,-7797.818500000002,3691.2957479999995
924,ND,Ward County,38101,PrairieWinds Minot Wind 1,4004,4,5.2,-202.582176,96.052784
925,ND,Williams County,38105,Lindahl,151275,5625,11250.0,-7722.589091000002,3639.456580000002
926,NE,Adams County,31001,Central Community College-Hastings,2016,1,1.7,-98.334496,40.569241
927,NE,Antelope County,31003,Prairie Breeze,199386,11682,19859.399999999994,-9712.083894000001,4151.856267999999
928,NE,Antelope County,31003,Prairie Breeze II,56420,1148,2058.0,-2741.378708,1174.887244
929,NE,Antelope County,31003,Prairie Breeze III,40320,400,715.9999999999999,-1959.611831,839.899917
930,NE,Antelope County,31003,unknown Antelope County,163458,6561,-809919.0,-7938.393440999997,3417.1706219999996
931,NE,Boone County,31011,Laredo Ridge,108594,2916,4374.0,-5293.196619999999,2261.4925160000003
932,NE,Boone County,31011,Petersburg,54297,729,1093.5,-2645.2941610000007,1130.342919
933,NE,Boone County,31011,Prairie Breeze,38266,2242,3811.3999999999987,-1864.911719,796.139864
934,NE,Boone County,31011,Prairie Breeze II,26195,533,955.5,-1273.461761,544.644644
935,NE,Brown County,31017,Ainsworth Wind Project (NPPD),72180,1296,2138.4000000000015,-3596.9064850000004,1528.6000359999998
936,NE,Butler County,31023,unknown Butler County,2012,1,-9999.0,-97.111458,41.205013
937,NE,Custer County,31041,Broken Bow I,100600,2500,4000.0,-4977.917151,2072.912443
938,NE,Custer County,31041,Broken Bow II,86602,1849,3223.1,-4281.08831,1785.762719
939,NE,Dakota County,31043,unknown Dakota County,4030,4,-19998.0,-192.93115999999998,84.794712
940,NE,Dawes County,31045,Pine Ridge Job Corp,2010,1,0.1,-102.983292,42.679728999999995
941,NE,Dixon County,31051,unknown Dixon County,181619,8100,-899910.0,-8715.576619,3813.4548290000002
942,NE,Douglas County,31055,Omaha Public,2001,1,0.66,-96.37529,41.331379
943,NE,Fillmore County,31059,unknown Fillmore County,6054,9,-29997.0,-292.880668,121.898674
944,NE,Gage County,31067,Steele Flats,24156,528,897.5999999999998,-1162.8907470000001,480.4853720000001
945,NE,Garden County,31069,unknown Garden County,2011,1,-9999.0,-102.350998,41.4035
946,NE,Holt County,31089,Grande Prairie,403200,40000,80000.0,-19694.04988600001,8522.140259000003
947,NE,Hooker County,31091,unknown Hooker County,2010,1,-9999.0,-101.045288,42.046894
948,NE,Jefferson County,31095,Steele Flats,64416,1408,2393.6,-3102.2111500000005,1281.548874
949,NE,Keya Paha County,31103,Springview II Wind Facility,4022,4,6.0,-199.552178,85.652988
950,NE,Kimball County,31105,Kimball Wind Farm,24216,144,360.0,-1244.519882,495.53847900000005
951,NE,Knox County,31107,Crofton Bluffs,44264,404,732.0,-2146.707693,939.386539
952,NE,Knox County,31107,Elkhorn Ridge,54243,729,2187.0,-2636.981597,1152.17796
953,NE,Lancaster County,31109,Lincoln Wind Energy Facility,3996,2,1.32,-193.249649,81.807522
954,NE,Lancaster County,31109,unknown Lancaster County,1999,1,-9999.0,-96.756493,40.952492
955,NE,Madison County,31119,unknown Madison County,2011,1,-9999.0,-97.388779,42.05138
956,NE,Platte County,31141,Creston Ridge,8060,16,27.2,-389.540306,166.710372
957,NE,Platte County,31141,Creston Ridge Expansion,6051,9,20.700000000000003,-292.210471,125.032578
958,NE,Red Willow County,31145,unknown Red Willow County,2013,1,-9999.0,-100.64469100000001,40.160194
959,NE,Richardson County,31147,Flat Water,80400,1600,2400.0,-3836.1788329999995,1600.2274449999995
960,NE,Scotts Bluff County,31157,unknown Scotts Bluff County,2010,1,-9999.0,-103.68199200000001,41.843891
961,NE,Seward County,31159,City of Seward,2017,1,1.7,-97.187469,40.895187
962,NE,Wayne County,31179,unknown Wayne County,2013,2,-9999.0,-96.97189300000001,42.241993
963,NE,Webster County,31181,Cottonwood Wind,80680,1312,3009.4400000000014,-3936.8731989999997,1611.1457379999997
964,NH,Coos County,33007,Granite Reliable Power,66396,1089,3267.0,-2353.059876,1477.745504
965,NH,Coos County,33007,Jericho Mountain,10075,25,71.25,-356.114013,222.34294599999998
966,NH,Coos County,33007,Mountain View Grand,2009,1,0.1,-71.59030200000001,44.398792
967,NH,Grafton County,33009,Groton,48288,576,1152.0,-1723.353378,1050.2805859999999
968,NH,Sullivan County,33019,Lempster,24096,144,288.0,-865.744385,518.805979
969,NJ,Atlantic County,34001,Jersey Atlantic Wind Farm,10025,25,37.5,-372.2417,196.90986199999998
970,NJ,Hudson County,34017,Bayonne Wind Energy Project,2012,1,1.5,-74.117699,40.652794
971,NM,Chaves County,35005,Anderson Wind Project,16112,34,64.85000000000001,-830.889213,264.16909000000004
972,NM,Chaves County,35005,San Juan Mesa,78195,4680,4680.0,-4050.4925280000007,1324.5795349999999
973,NM,Chaves County,35005,unknown Chaves County,-9999,1,-9999.0,-103.831192,33.357895
974,NM,Cibola County,35006,Red Mesa,128640,4096,6553.599999999993,-6872.4364620000015,2256.4375119999995
975,NM,Curry County,35009,"Brahms Wind, LLC",24168,144,237.60000000000005,-1239.639258,416.962465
976,NM,Curry County,35009,Broadview Energy JN LLC,86731,1849,4252.700000000002,-4433.149614000001,1496.6648490000007
977,NM,Curry County,35009,Broadview Energy KW LLC,125054,3844,8841.20000000001,-6393.543050999998,2154.571379
978,NM,Curry County,35009,Llano Estacado Wind Ranch at Texico,1999,1,0.66,-103.056976,34.360141999999996
979,NM,Curry County,35009,Llano Estacado Wind Ranch at Texico II,4006,4,2.64,-206.111747,68.714905
980,NM,Curry County,35009,unknown Curry County,141260,4900,-699930.0,-7227.3658510000005,2436.6794579999996
981,NM,De Baca County,35011,New Mexico Wind Energy Center,100150,6800,10200.0,-5203.4933470000005,1728.357809
982,NM,Guadalupe County,35019,Aragonne Wind LLC (Pastura),180540,8100,8100.0,-9455.155318,3133.592258999999
983,NM,Hidalgo County,35023,unknown Hidalgo County,2012,1,-9999.0,-108.745224,32.349045000000004
984,NM,Lea County,35025,Sterling Phase I,26221,169,388.69999999999993,-1342.603325,433.69233099999997
985,NM,Lea County,35025,Wildcat Wind Project,26156,169,354.9000000000001,-1342.63469,428.420334
986,NM,Lea County,35025,unknown Lea County,-7982,4,-19998.0,-206.444282,66.135978
987,NM,Lea County,35025,unknown Lea County 1,2013,1,-9999.0,-103.419189,32.961696999999994
988,NM,Lea County,35025,unknown Lea County 2,2013,1,-9999.0,-103.375587,32.994194
989,NM,Lea County,35025,unknown Lea County 3,2013,1,-9999.0,-103.44489300000001,33.001194
990,NM,Luna County,35029,Macho Springs Wind Farm I,56308,784,1411.2000000000003,-3010.252345,911.55917
991,NM,Quay County,35037,Caprock Wind Ranch,160340,4000,4000.0,-8268.027023,2798.3227150000002
992,NM,Quay County,35037,Mesalands,2008,1,1.5,-103.738991,35.169693
993,NM,Quay County,35037,New Mexico Wind Energy Center,172258,11696,17544.0,-8948.657461000003,2982.0816199999995
994,NM,Quay County,35037,unknown Quay County,4036,4,-19998.0,-207.919364,69.23600400000001
995,NM,Roosevelt County,35041,Milo,50391,307,613.65,-2584.095442,847.523364
996,NM,Roosevelt County,35041,Roosevelt,251875,15625,31250.0,-12937.236517000001,4240.266635999999
997,NM,Roosevelt County,35041,San Juan Mesa,162405,9720,9720.0,-8408.015267,2750.0413969999995
998,NM,San Miguel County,35047,unknown San Miguel County 1,2014,1,-9999.0,-105.097191,35.695995
999,NM,Santa Fe County,35049,Santa Fe Public Works,-9999,1,-9999.0,-106.06923700000002,35.641449
1000,NM,Torrance County,35057,El Cabo,286414,20164,42344.39999999996,-15001.129377000005,4930.4097710000015
1001,NM,Torrance County,35057,High Lonesome,80360,1600,4000.0,-4238.4526099999985,1378.7165709999995
1002,NM,Union County,35059,unknown Union County,4026,4,-19998.0,-206.28168499999998,72.918091
1003,NV,Clark County,32003,unknown Clark County,2014,8,-9999.0,-114.83618899999999,35.955196
1004,NV,Lander County,32015,unknown Lander County,2012,1,-9999.0,-117.26828799999998,39.431965000000005
1005,NV,Washoe County,32031,unknown Washoe County,4028,4,-19998.0,-239.823364,79.338123
1006,NV,White Pine County,32033,Spring Valley,132792,4356,10018.799999999997,-7556.292182000002,2580.370166
1007,NY,Allegany County,36003,unknown Allegany County,2017,1,-9999.0,-78.307854,42.519878000000006
1008,NY,Cayuga County,36011,unknown Cayuga County,2016,1,-9999.0,-76.582039,42.663563
1009,NY,Chautauqua County,36013,New York State Thruway Authority,6045,12,3.3000000000000003,-238.63697100000002,127.06501100000001
1010,NY,Chautauqua County,36013,unknown Chautauqua County,60631,1296,-359964.0,-2852.345972,1526.678922
1011,NY,Clinton County,36019,Marble River,140840,4900,15067.5,-5175.717117000001,3144.9689800000006
1012,NY,Clinton County,36019,Noble Altona,130585,4225,6337.5,-4787.228713999998,2913.3412039999994
1013,NY,Clinton County,36019,Noble Clinton,134536,4489,6733.5,-4957.593359000001,3009.731109000002
1014,NY,Clinton County,36019,Noble Ellenburg,108432,2916,4374.0,-3994.581615999999,2422.970914
1015,NY,Erie County,36029,New York State Thruway Authority,2015,4,1.1,-78.95742800000001,42.658024
1016,NY,Erie County,36029,Seneca Nation,2017,1,1.5,-79.102692,42.580894
1017,NY,Erie County,36029,Steel Winds,16056,64,160.0,-630.9410849999999,342.543132
1018,NY,Erie County,36029,Steel Winds II,12072,36,90.0,-473.17018199999995,256.843451
1019,NY,Erie County,36029,unknown Erie County,4033,4,-19998.0,-157.860184,85.95479599999999
1020,NY,Franklin County,36033,Jericho Rise,74592,1369,2874.8999999999987,-2741.573133000001,1660.6740530000002
1021,NY,Franklin County,36033,Noble Chateaugay,142639,5041,7561.5,-5256.538957,3187.824671000001
1022,NY,Greene County,36039,unknown Greene County,2011,61,-9999.0,-74.043701,42.353592
1023,NY,Herkimer County,36043,Hardscrabble,74407,1369,2738.0,-2771.1156269999997,1596.3131580000002
1024,NY,Kings County,36047,unknown Kings County,2015,1,-9999.0,-74.008804,40.663235
1025,NY,Lewis County,36049,Maple Ridge,224672,12544,20697.59999999996,-8461.97156,4899.706721
1026,NY,Lewis County,36049,Maple Ridge (Lowville),164410,6806,11229.900000000009,-6201.054244,3592.232307
1027,NY,Lewis County,36049,unknown Lewis County,80720,1600,-399960.0,-3025.5734960000004,1755.6351090000003
1028,NY,Madison County,36053,Fenner Wind Power Project,38019,361,541.5,-1439.4529109999999,816.793499
1029,NY,Madison County,36053,Fenner Wind Power Project - Repower,2012,1,1.5,-75.767876,42.975516999999996
1030,NY,Madison County,36053,Madison Windpower,14000,49,80.85,-528.164277,300.264436
1031,NY,Madison County,36053,Munnsville,38133,437,655.5,-1435.69567,815.5040309999998
1032,NY,Montgomery County,36057,unknown Montgomery County,4032,4,-19998.0,-149.020492,85.810375
1033,NY,Niagara County,36063,unknown Niagara County,2017,1,-9999.0,-78.493965,43.282897999999996
1034,NY,Oneida County,36065,Munnsville,8028,92,138.0,-302.160385,171.803463
1035,NY,Oneida County,36065,unknown Oneida County,4034,4,-19998.0,-150.89473800000002,85.951542
1036,NY,Ontario County,36069,Zotos,4022,4,6.6,-153.935997,85.773285
1037,NY,Oswego County,36075,Town of Richland,2010,1,0.1,-76.03699499999999,43.565189000000004
1038,NY,Steuben County,36101,Dutch Hill/Cohocton,100450,2500,6250.0,-3872.735343,2126.6525880000004
1039,NY,Steuben County,36101,Howard,54297,677,1387.85,-2093.49771,1142.4432250000002
1040,NY,Steuben County,36101,Marsh Hill,20140,100,161.99999999999997,-775.0457690000001,421.77322799999996
1041,NY,Suffolk County,36103,Half Hollow Nursery,2010,1,0.1,-72.570854,40.969059
1042,NY,Suffolk County,36103,unknown Suffolk County,2018,1,-9999.0,-72.205276,40.972466
1043,NY,Wayne County,36117,Harbec Plastics,4014,3,1.9500000000000002,-154.721878,86.453044
1044,NY,Wayne County,36117,unknown Wayne County,2017,2,-9999.0,-77.046318,43.262638
1045,NY,Wyoming County,36121,High Sheldon,150675,5625,8437.5,-5879.5343660000035,3205.801005
1046,NY,Wyoming County,36121,Noble Bliss,134536,4489,6733.5,-5243.328901000001,2850.5228500000003
1047,NY,Wyoming County,36121,Noble Wethersfield,168756,7056,10584.0,-6573.9118119999985,3580.3261259999986
1048,NY,Wyoming County,36121,Orangeville Wind,116760,2740,4438.799999999994,-4537.955017999999,2479.277488999999
1049,NY,Wyoming County,36121,Wethersfield,20000,100,66.0,-782.4533680000001,426.82782000000003
1050,NY,Wyoming County,36121,unknown Wyoming County,2016,1,-9999.0,-78.187935,42.740818
1051,OH,Ashtabula County,39007,Conneaut Middle School,2010,1,0.6,-80.559395,41.926193
1052,OH,Ashtabula County,39007,Conneaut Waste Water Treatment,2010,1,0.4,-80.552094,41.968792
1053,OH,Columbiana County,39029,Boyce Dairy Farm,2010,1,0.1,-81.04547099999999,40.868603
1054,OH,Crawford County,39033,Wynford Local Schools,4022,4,-9998.8,-166.0392,81.646744
1055,OH,Cuyahoga County,39035,Case Western University,6034,7,3.55,-244.60006700000002,124.706635
1056,OH,Cuyahoga County,39035,Cuyahoga County Fairgrounds,2012,1,0.5,-81.83919499999999,41.366493
1057,OH,Cuyahoga County,39035,Great Lakes Science Center,2006,1,0.225,-81.696793,41.506691
1058,OH,Cuyahoga County,39035,Lincoln Electric,2011,1,2.5,-81.525696,41.58469
1059,OH,Darke County,39037,unknown Darke County,4036,4,-19998.0,-169.219337,80.255462
1060,OH,Erie County,39043,Hasslebach Meats,2010,1,0.1,-82.572746,41.389515
1061,OH,Erie County,39043,Huron Schools,2010,1,0.1,-82.58557900000001,41.40416
1062,OH,Erie County,39043,Margaretta Elementary School,2010,1,0.1,-82.787132,41.396343
1063,OH,Franklin County,39049,Byers Auto,2010,1,0.1,-83.082306,40.110752000000005
1064,OH,Fulton County,39051,Archbold Local Schools Wind Turbine,2012,1,0.75,-84.315895,41.515190000000004
1065,OH,Fulton County,39051,Pettisville Local Schools,2012,1,0.75,-84.22539499999999,41.527992
1066,OH,Geauga County,39055,Kenston School District,2012,1,0.75,-81.305298,41.39389
1067,OH,Hancock County,39063,Whirlpool Corporation - Findlay Wind Farm,4030,4,6.0,-167.28791,82.200955
1068,OH,Hancock County,39063,Zephyr Wind Project,6045,9,13.5,-250.923058,123.28814299999999
1069,OH,Hancock County,39063,unknown Hancock County,4036,4,-19998.0,-167.288521,82.16725500000001
1070,OH,Hardin County,39065,Hog Creek,60510,900,1980.0,-2511.4513470000006,1223.6836350000003
1071,OH,Hardin County,39065,ONU Wind,8040,12,4.8,-335.36565300000007,163.070312
1072,OH,Hardin County,39065,Upper Scioto Valley School,4018,4,0.4,-167.57859000000002,81.380257
1073,OH,Henry County,39069,TJ Automation,2010,1,0.1,-84.30851,41.459095
1074,OH,Logan County,39091,Honda Plant,4026,4,6.8,-167.785126,80.895405
1075,OH,Lorain County,39093,Pick-a-Part Turbine,2012,1,0.1,-81.946899,41.326893
1076,OH,Lorain County,39093,unknown Lorain County,4030,4,-19998.0,-164.08415200000002,82.68049300000001
1077,OH,Lucas County,39095,Clay High School,2012,1,0.9,-83.413498,41.657191999999995
1078,OH,Lucas County,39095,University of Toledo Wind Turbine,2009,1,0.08,-83.595192,41.643692
1079,OH,Marion County,39101,Whirlpool Corporation - Marion Wind Farm,6051,9,13.5,-249.53635399999996,121.77340000000001
1080,OH,Medina County,39103,Three D Metals Corporation,2009,1,0.1,-81.883057,41.248146000000006
1081,OH,Ottawa County,39123,Erie Industrial Park,2014,1,0.9,-83.035461,41.545433
1082,OH,Paulding County,39125,Amazon Wind Farm US Central,96768,2304,4838.400000000004,-4068.4929829999996,1974.1124570000002
1083,OH,Paulding County,39125,Blue Creek,74444,5624,11248.0,-3129.9821190000002,1517.172494
1084,OH,Paulding County,39125,Haviland Wind Project,6036,3,4.5,-253.763985,123.05907400000001
1085,OH,Paulding County,39125,Timber Road II,110605,3025,5445.0,-4661.189570999999,2256.51965
1086,OH,Paulding County,39125,unknown Paulding County,84756,1764,-419958.0,-3552.5957099999996,1723.830189
1087,OH,Putnam County,39137,Whirlpool Corporation - Ottawa Wind Farm,2017,1,1.5,-84.033714,41.002811
1088,OH,Richland County,39139,NEXGEN,2010,1,0.1,-82.64321899999999,40.763767
1089,OH,Sandusky County,39143,Bellevue High School,2010,1,0.1,-82.84603100000001,41.282416999999995
1090,OH,Van Wert County,39161,Blue Creek,231380,17480,34960.0,-9730.177660000003,4709.6151740000005
1091,OH,Van Wert County,39161,Cooper Farms,4024,4,6.0,-169.125793,81.829586
1092,OH,Van Wert County,39161,Cooper Farms Amendment,2012,1,1.5,-84.566795,40.910892
1093,OH,Wood County,39173,AMP-Ohio/Green Mountain Energy Wind Farm,4008,4,7.2,-167.472596,82.767185
1094,OH,Wood County,39173,Bowling Green Municipal,4006,4,7.2,-167.481994,82.750782
1095,OH,Wyandot County,39175,Harpster Wind,2016,1,1.5,-83.228584,40.718292
1096,OK,Beaver County,40007,Balko Wind,326430,26244,48551.3999999999,-16336.692746999997,5915.901876000001
1097,OK,Beaver County,40007,Bluestem,120960,3600,11880.0,-6035.252815999999,2193.12876
1098,OK,Beckham County,40009,Elk City II,10050,240,360.0,-497.7994530000001,177.201074
1099,OK,Blaine County,40011,Mammoth Plains,22154,1287,2187.9000000000005,-1084.810402,395.86698599999994
1100,OK,Caddo County,40015,Blue Canyon I,32048,720,1188.0,-1577.378174,557.7701089999999
1101,OK,Caddo County,40015,Blue Canyon II,38095,1596,2872.7999999999993,-1873.5865399999998,662.519084
1102,OK,Caddo County,40015,Blue Canyon VI,110605,3025,5445.0,-5420.461569000001,1920.2668620000004
1103,OK,Caddo County,40015,Minco II,26143,819,1310.3999999999996,-1275.5486819999999,459.131515
1104,OK,Caddo County,40015,Minco III,66396,2079,3326.4000000000015,-3239.364135,1166.8992979999998
1105,OK,Caddo County,40015,unknown Caddo County,-27826,256,-159984.0,-1572.1841049999998,565.903714
1106,OK,Canadian County,40017,Canadian Hills,271620,9173,20150.04999999998,-13242.545957999988,4814.050936
1107,OK,Canadian County,40017,Kingfisher Wind,100750,4500,9000.0,-4895.127629999998,1784.2234439999997
1108,OK,Canadian County,40017,Minco III,58348,1827,2923.2000000000007,-2846.2467759999995,1026.437814
1109,OK,Canadian County,40017,unknown Canadian County,-19919,64,-79992.0,-785.737487,283.320386
1110,OK,Carter County,40019,Arbuckle Mountain,18135,450,900.0,-874.468589,309.266616
1111,OK,Comanche County,40031,Blue Canyon I,58087,1305,2153.25,-2858.4553540000006,1010.6236230000002
1112,OK,Comanche County,40031,Blue Canyon V,132594,4356,6534.0,-6499.198310000001,2298.129839
1113,OK,Custer County,40039,Red Hills,24096,984,1476.0,-1192.267516,426.41092900000007
1114,OK,Custer County,40039,Weatherford Wind Energy Center,142355,5041,7561.5,-7011.802696999999,2522.237398
1115,OK,Custer County,40039,Weatherford Wind Energy Center Expansion,40100,540,810.0,-1973.5395270000001,709.4641889999999
1116,OK,Dewey County,40043,Crossroads,197091,7334,16874.5,-9678.969623,3535.4199080000008
1117,OK,Dewey County,40043,Mammoth Plains,213484,12402,21083.400000000012,-10462.127311000004,3813.582758000003
1118,OK,Dewey County,40043,Seiling,235638,13689,23271.30000000003,-11582.235973000003,4224.511671
1119,OK,Dewey County,40043,Seiling 2,76532,2242,3811.4000000000024,-3760.8400569999994,1373.2111260000001
1120,OK,Dewey County,40043,Taloga,108594,2916,6998.400000000006,-5342.926849000001,1936.668266
1121,OK,Dewey County,40043,unknown Dewey County,42378,441,-209979.0,-2086.037995,759.123519
1122,OK,Ellis County,40045,Great Western,129024,3372,7524.0,-6375.371843,2314.2716309999996
1123,OK,Ellis County,40045,unknown Ellis County,18162,81,-89991.0,-894.575447,325.255264
1124,OK,Garfield County,40047,Breckinridge,114855,3249,5591.7000000000035,-5567.536510000001,2077.51873
1125,OK,Garfield County,40047,Chisholm View,225344,15680,26342.400000000052,-10942.620340000005,4095.8750349999996
1126,OK,Garfield County,40047,Chisholm View II,40320,540,1295.9999999999995,-1954.0080180000004,730.870796
1127,OK,Garfield County,40047,Thunder Ranch,14119,469,1165.8999999999999,-682.355667,255.993868
1128,OK,Grady County,40051,Drift Sand,108864,2916,5832.0,-5288.822219999997,1880.8739819999992
1129,OK,Grady County,40051,Minco II,100550,3150,5040.000000000005,-4902.143812999998,1766.6104050000001
1130,OK,Grady County,40051,Minco III,2012,63,100.8,-98.089088,35.359196000000004
1131,OK,Grady County,40051,Minco Wind,124620,3844,6150.399999999993,-6074.989511000001,2187.357184
1132,OK,Grady County,40051,Redbed Plains,96816,1250,2596.0999999999985,-4697.942650000001,1693.2628480000003
1133,OK,Grady County,40051,Rush Springs Wind Energy Center,143136,8520,17679.0,-6946.4303439999985,2465.253700000001
1134,OK,Grant County,40053,Chisholm View,56336,3920,6585.599999999997,-2734.8697880000004,1024.7101280000002
1135,OK,Grant County,40053,Chisholm View II,14112,189,453.6,-683.644234,256.206039
1136,OK,Grant County,40053,Grant Plains,129024,4096,9420.8,-6251.162764999999,2365.9726830000013
1137,OK,Grant County,40053,Grant Wind,133056,4356,10018.799999999997,-6446.600746000002,2436.914988
1138,OK,Grant County,40053,Rock Falls,82697,1713,4470.3,-3997.396668,1513.538476
1139,OK,Harper County,40059,Buffalo Bear,18072,81,170.10000000000002,-896.897819,330.96715200000006
1140,OK,Harper County,40059,Centennial Wind Farm,160520,3200,4800.0,-7969.350194000001,2931.5478719999996
1141,OK,Harper County,40059,OK Wind Energy Center(mooreland),54081,1836,2754.0,-2681.5927950000005,988.2597689999998
